2.797251045703887939e-01,-2.621054351329803467e-01,4.595429003238677979e-01,2.281483709812164307e-01,-5.371923744678497314e-02,-3.403682708740234375e-01,-1.139680072665214539e-01,-1.831215620040893555e-01,-1.797314584255218506e-01,-1.761172115802764893e-01
-2.966194413602352142e-03,9.583207778632640839e-03,-1.945563033223152161e-02,-5.089515820145606995e-03,5.162513349205255508e-03,6.818251684308052063e-03,4.681120160967111588e-03,5.457311403006315231e-03,-2.760014031082391739e-03,2.044742432190105319e-04
-1.018577348440885544e-02,6.877005216665565968e-04,2.414509421214461327e-03,1.226305030286312103e-03,-1.746879075653851032e-03,1.021117158234119415e-02,1.440803869627416134e-03,-7.246735185617581010e-05,-4.938499070703983307e-03,-6.659556180238723755e-03
6.271881517022848129e-03,-8.023476693779230118e-04,1.109718810766935349e-03,-6.927464623004198074e-03,4.196216104901395738e-05,-1.502373837865889072e-03,1.580319018103182316e-03,-2.694560447707772255e-03,1.329833059571683407e-03,7.630204199813306332e-04
5.776747595518827438e-03,3.041402902454137802e-03,-2.107685431838035583e-04,-1.129957009106874466e-02,-2.060414757579565048e-03,5.441597662866115570e-03,-8.423440158367156982e-04,-2.077456330880522728e-03,-5.867071449756622314e-03,-4.715902265161275864e-03
-1.482049236074090004e-03,-1.004300313070416451e-03,2.741216449066996574e-03,-1.812462229281663895e-03,2.558345673605799675e-03,-1.029822393320500851e-03,5.044319201260805130e-03,-2.222529845312237740e-03,4.917215090245008469e-03,1.376590807922184467e-03
4.952711053192615509e-03,3.489630529657006264e-03,1.681467518210411072e-03,5.718162748962640762e-03,-2.829513105098158121e-04,1.806186628527939320e-03,-1.864522695541381836e-03,-1.718804473057389259e-03,-7.296361145563423634e-04,-3.684027586132287979e-03
3.215301083400845528e-03,-9.552971459925174713e-05,-6.527449586428701878e-04,3.244251944124698639e-03,2.541112189646810293e-04,-4.705210740212351084e-04,2.090571913868188858e-03,-7.447883835993707180e-04,-1.641744398511946201e-03,-1.495844684541225433e-03
-2.075708005577325821e-03,1.165274181403219700e-03,-1.854028669185936451e-04,-1.216205564560368657e-04,-7.585031562484800816e-04,1.357318949885666370e-03,-1.793134491890668869e-03,4.467518883757293224e-04,-1.104160677641630173e-03,-6.770496838726103306e-04
-4.337043035775423050e-03,-1.320270588621497154e-03,-2.663198101799935102e-04,-1.445762929506599903e-03,1.272011664696037769e-03,4.089494701474905014e-03,2.648847294040024281e-05,-2.457980299368500710e-03,-3.635010798461735249e-04,7.795393663911909243e-09
1.150953357864636928e-05,1.155548030510544777e-03,-1.322473865002393723e-03,3.541105659678578377e-03,2.041306812316179276e-03,2.268358599394559860e-03,-4.368479712866246700e-04,-9.335581562481820583e-04,1.280926633626222610e-03,-1.754655095282942057e-04
3.956303000450134277e-03,1.271653454750776291e-03,-1.436257967725396156e-03,3.268074011430144310e-03,1.394350547343492508e-03,-1.054720050888136029e-04,8.739746408537030220e-04,-3.054773842450231314e-04,1.291355234570801258e-03,-3.815965028479695320e-04
1.345809432677924633e-03,4.751939559355378151e-04,1.558439107611775398e-04,1.674834638833999634e-03,1.966226700460538268e-04,-4.275683895684778690e-04,-1.565915532410144806e-03,8.703387575224041939e-04,7.628942257724702358e-04,-1.403838396072387695e-04
1.177135971374809742e-03,9.923689067363739014e-04,1.977224834263324738e-03,5.698748864233493805e-04,-1.231383794220164418e-04,9.598041651770472527e-04,3.429345379117876291e-04,-2.475899877026677132e-03,-1.461645355448126793e-03,-4.572980978991836309e-04
2.219325397163629532e-04,5.945667726336978376e-05,-2.119577489793300629e-03,5.810079164803028107e-04,1.091357044060714543e-04,1.985522452741861343e-03,1.670971047133207321e-03,-7.566505228169262409e-04,2.116230083629488945e-03,2.066384768113493919e-03
-2.143499674275517464e-03,2.011609758483245969e-04,5.341310752555727959e-04,1.366925192996859550e-03,6.158203468658030033e-04,-4.858208121731877327e-04,5.639984738081693649e-04,2.101287711411714554e-03,5.554687231779098511e-04,6.517891506518935785e-06
1.622069161385297775e-03,1.884169294498860836e-03,-9.300617966800928116e-04,-3.040404408238828182e-04,2.305273199453949928e-03,-1.186856417916715145e-03,6.538016350532416254e-06,5.237006116658449173e-04,3.450905205681920052e-04,-8.982858853414654732e-04
-6.895179976709187031e-04,-1.105699106119573116e-03,-9.714908082969486713e-04,6.928266375325620174e-04,-1.018160721287131310e-03,7.127325516194105148e-04,-1.104163820855319500e-03,-9.868445340543985367e-05,-4.157792427577078342e-04,1.014130073599517345e-03
-2.072150353342294693e-03,-2.268669428303837776e-03,8.308587712235748768e-04,9.798968676477670670e-04,-1.522237900644540787e-03,1.213547424413263798e-03,6.878589629195630550e-04,-5.268493550829589367e-04,1.590889587532728910e-04,1.005976810120046139e-03
1.053055631928145885e-03,3.043104079551994801e-04,1.099052489735186100e-03,5.779772982350550592e-05,2.192969805037137121e-05,-5.322188371792435646e-04,-8.544950396753847599e-04,-1.181400846689939499e-03,-7.082016090862452984e-04,-4.896320169791579247e-04
-1.887634862214326859e-04,1.525009865872561932e-03,-9.526589419692754745e-04,1.127230352722108364e-03,4.189304600004106760e-04,9.438460983801633120e-05,8.726774249225854874e-04,7.161339162848889828e-04,-2.601998567115515471e-04,2.128842752426862717e-04
-9.165511000901460648e-04,3.822151629719883204e-04,-1.601624098839238286e-04,-2.276827726745977998e-04,2.196219138568267226e-04,-2.538165077567100525e-03,-4.518568457569926977e-04,1.904112723423168063e-04,-2.257754822494462132e-04,8.434118353761732578e-04
3.158992622047662735e-04,3.433297970332205296e-04,1.415225444361567497e-03,5.145902978256344795e-04,-1.072486396878957748e-03,2.154208254069089890e-03,-1.090979203581809998e-03,-9.049883228726685047e-04,6.684290565317496657e-05,-1.393504906445741653e-03
-1.721882377751171589e-03,3.323011042084544897e-04,-7.083449600031599402e-05,3.873863606713712215e-04,1.086760894395411015e-03,-7.312786183319985867e-04,5.088590551167726517e-04,5.950074410066008568e-04,-2.145880716852843761e-04,6.815525121055543423e-04
1.010523526929318905e-03,5.438321968540549278e-04,-8.741190540604293346e-04,4.847247619181871414e-04,1.012865686789155006e-03,1.400277251377701759e-04,2.154549292754381895e-04,7.496773614548146725e-04,3.996833402197808027e-04,1.343780750175938010e-04
8.834315667627379298e-05,7.337931310757994652e-04,-2.945511136204004288e-03,5.534729571081697941e-04,-7.377409929176792502e-05,2.571741351857781410e-04,3.764323191717267036e-04,7.647519232705235481e-04,3.386194875929504633e-04,1.117161591537296772e-03
1.393533311784267426e-04,-4.039227496832609177e-05,7.297210395336151123e-04,-7.930009451229125261e-05,-5.168720381334424019e-04,-2.001277607632800937e-04,-6.184013327583670616e-04,1.328342186752706766e-04,-1.515750773251056671e-04,-1.650927297305315733e-04
4.875781451119109988e-05,-4.607201262842863798e-04,-3.075459972023963928e-05,3.162669308949261904e-04,-2.118508709827437997e-04,6.079828017391264439e-04,6.360027327900752425e-05,-2.484683354850858450e-04,-4.996397765353322029e-04,1.113751553930342197e-03
-9.745075949467718601e-04,2.334006858291104436e-04,6.306712748482823372e-04,1.294422429054975510e-03,-3.986305673606693745e-04,-1.005872618407011032e-03,3.954410494770854712e-04,5.756938480772078037e-04,-2.937035460490733385e-04,-1.003065495751798153e-03
-5.715098450309596956e-05,-1.646267919568344951e-04,-5.942015559412539005e-04,5.951264756731688976e-04,-1.815881842048838735e-04,-3.862292578560300171e-05,1.807701628422364593e-04,4.912004224024713039e-04,-3.480465093161910772e-04,1.093871309421956539e-03
-1.000570133328437805e-03,-1.388698699884116650e-03,2.281248103827238083e-03,4.659930345951579511e-05,-9.758070518728345633e-05,-2.969282795675098896e-04,2.702908204810228199e-05,-2.386563028267119080e-05,-2.385515836067497730e-04,2.372889866819605231e-04
9.556961013004183769e-04,-1.150448515545576811e-04,-1.291156222578138113e-04,-6.685411790385842323e-04,2.142756420653313398e-04,1.609049068065360188e-04,3.811059868894517422e-04,-3.054267726838588715e-04,-4.615954458131454885e-05,3.033753018826246262e-04
-4.246342286933213472e-04,-1.948540448211133480e-04,4.721353179775178432e-04,2.908295427914708853e-04,-6.047808565199375153e-04,-1.044594246195629239e-04,-2.099417615681886673e-04,3.682874375954270363e-04,2.386778942309319973e-04,-4.668148467317223549e-04
